province,harvest_year,tmean_season,tmax_season,tmin_season,rain_season_sum,rad_season_mean,tmean_mam,tmax_mam,tmin_mam,rain_mam_sum,rad_mam_mean
Kilis,2018,14.684986842105262,21.37982894736842,9.074513157894737,508.276,17.302710526315792,15.980130434782609,22.67141304347826,9.85863043478261,123.12,20.87541304347826
Kilis,2019,13.587355263157894,19.445618421052632,8.500782894736842,828.136,16.264690789473686,13.287847826086956,19.056065217391307,7.785130434782609,219.076,20.064934782608695
Kilis,2020,14.037468852459016,20.59055737704918,8.427927868852459,509.686,16.984091803278687,14.090652173913043,20.445913043478264,8.369630434782609,167.612,20.744108695652177
Kilis,2021,14.805375,22.06203289473684,8.691677631578948,393.648,18.150296052631578,14.887934782608696,22.42108695652174,8.09704347826087,71.766,21.964782608695653
Kilis,2022,13.774940789473685,20.838144736842107,7.766144736842105,375.15999999999997,17.263480263157895,13.187434782608694,20.213804347826088,6.8008043478260864,148.636,20.518021739130432
Kilis,2023,14.488842105263158,21.523131578947368,8.588105263157894,358.01800000000003,17.21519736842105,14.429760869565218,21.209500000000002,8.422173913043478,147.904,20.12571739130435
Kilis,2024,16.189088524590165,22.85113442622951,10.486367213114754,442.936,17.072347540983607,15.451456521739132,22.05513043478261,9.659326086956522,140.61599999999999,20.485260869565217
Kirikkale,2005,9.248447368421052,15.813585526315789,3.468513157894737,386.08,15.488144736842104,9.480934782608696,15.927282608695652,3.3466521739130433,190.246,18.23204347826087
Kirikkale,2006,8.411105263157895,14.852559210526316,2.7402894736842107,373.902,15.540664473684211,10.148782608695653,16.886239130434785,3.878065217391304,109.764,19.209195652173914
Kirikkale,2007,9.464355263157895,16.413309210526315,3.3319934210526316,279.512,16.12492763157895,10.072565217391304,17.511739130434783,2.955173913043478,95.12,19.799695652173913
Kirikkale,2008,9.023940983606558,15.674085245901638,3.087816393442623,325.668,15.90240655737705,11.014217391304348,17.94295652173913,4.389608695652174,118.194,18.262630434782608
Kirikkale,2009,8.691960526315789,14.784611842105264,3.334486842105263,518.728,14.989894736842105,8.343369565217392,14.393869565217392,2.381608695652174,166.444,18.176434782608695
Kirikkale,2010,10.421065789473683,16.69933552631579,4.901539473684211,527.444,15.16884210526316,10.470543478260868,17.16521739130435,4.048478260869565,121.212,19.77267391304348
Kirikkale,2011,9.037967105263158,14.955118421052632,3.8776776315789476,577.772,14.619157894736842,8.204934782608696,14.060304347826087,2.584608695652174,164.516,17.13095652173913
Kirikkale,2012,7.754360655737704,14.044806557377049,2.1420852459016393,422.11,16.211547540983606,9.244260869565217,15.374673913043479,3.3493695652173914,155.606,19.582608695652173
Kirikkale,2013,10.295394736842105,16.576197368421052,4.766046052631578,422.95799999999997,15.371138157894737,11.224239130434784,17.694608695652175,4.985173913043479,120.55,18.968565217391305
Kirikkale,2014,9.955710526315789,16.859486842105262,4.118572368421053,305.346,15.800625000000002,11.359826086956522,18.20730434782609,4.979956521739131,150.6,18.61473913043478
Kirikkale,2015,8.801769736842104,14.88644736842105,3.5323223684210525,512.03,14.809585526315791,9.237913043478262,15.541217391304347,3.1410652173913043,182.758,18.609478260869565
Kirikkale,2016,10.016970491803278,16.61215737704918,4.282301639344262,386.764,15.595022950819672,10.987391304347826,17.672347826086956,4.542065217391304,163.186,18.54569565217391
Kirikkale,2017,8.546532894736842,15.17178947368421,2.6220263157894736,317.466,15.753151315789472,9.989369565217391,16.79204347826087,3.426608695652174,135.972,18.52076086956522
Kirikkale,2018,10.812473684210527,17.274559210526316,5.202131578947369,463.278,15.53713157894737,12.702043478260869,19.19717391304348,6.508217391304347,190.396,19.121021739130434
Kirikkale,2019,9.475467105263158,15.716605263157895,3.9997171052631577,464.448,15.339532894736841,9.975434782608696,16.59726086956522,3.7766739130434783,102.15599999999999,19.278608695652174
Kirikkale,2020,10.114977049180329,16.864596721311475,4.286419672131148,360.288,15.835750819672132,10.13854347826087,17.344021739130437,3.345413043478261,100.296,19.666891304347825
Kirikkale,2021,10.208381578947368,16.96979605263158,4.385848684210527,297.27,15.641598684210527,10.001108695652174,16.81958695652174,3.5183695652173914,110.94200000000001,18.70821739130435
Kirikkale,2022,8.507605263157894,15.075361842105263,2.774355263157895,385.54,15.43725657894737,8.57336956521739,15.125565217391307,2.2922391304347824,82.81,18.857347826086958
Kirikkale,2023,10.013092105263159,16.611427631578948,4.470986842105264,357.664,14.800782894736843,10.301891304347826,16.579630434782608,4.468478260869565,204.462,16.617521739130435
Kirikkale,2024,12.084,18.684314754098363,6.277659016393442,362.556,15.74570491803279,12.15,18.892304347826087,5.815086956521738,133.326,18.575108695652176
Kirklareli,2005,10.742690789473684,16.35646052631579,5.967657894736842,449.55400000000003,13.926118421052632,10.495760869565217,16.54158695652174,5.012608695652173,89.14,17.396413043478262
Kirklareli,2006,9.893947368421053,15.09608552631579,5.348815789473684,495.55,14.046644736842106,10.814586956521739,16.661760869565217,5.605608695652174,109.354,17.878586956521737
Kirklareli,2007,11.687052631578947,17.589480263157895,6.748486842105263,336.11,14.614111842105261,11.393369565217393,17.73191304347826,5.913717391304348,100.67,18.27445652173913
Kirklareli,2008,10.867934426229507,16.378832786885244,6.150740983606558,455.23,14.267934426229509,12.179391304347826,17.973391304347825,6.899673913043478,84.588,17.46
Kirklareli,2009,11.11578947368421,16.652802631578947,6.319486842105263,391.442,14.220427631578948,10.46613043478261,16.441673913043477,5.178456521739131,97.742,17.886195652173914
Kirklareli,2010,10.924381578947369,16.03995394736842,6.269651315789473,865.7620000000001,13.500361842105262,10.765673913043479,16.37408695652174,5.675869565217391,151.266,18.43586956521739
Kirklareli,2011,10.607756578947368,15.957355263157895,6.162322368421052,539.88,13.632434210526316,9.396934782608696,14.688021739130434,4.732282608695653,118.12,16.366521739130434
