province_norm,harvest_year,ndvi_auc,ndvi_max,ndvi_mean,evi_max,evi_mean
MARDIN,2022,108.33531875810796,0.7237565067427175,0.3575423061323701,0.5768311800688384,0.2283746098369242
MARDIN,2023,124.54475832306956,0.7946146684790897,0.4110388063467651,0.6272276934638208,0.2670891018772834
MARDIN,2024,128.45853684937902,0.8065449177626377,0.42256097647822,0.6331991301844934,0.268522413172266
MERSIN,2005,126.55316004699374,0.646542787345779,0.417667194874567,0.4847124691651657,0.2691810596517378
MERSIN,2006,131.58287220698094,0.6521270510647474,0.4342669049735342,0.492751282897701,0.2871465506845325
MERSIN,2007,126.7718731086877,0.640732360155597,0.4183890201606859,0.4719087543445522,0.2698606692861718
MERSIN,2008,123.7119305808344,0.6344365350424997,0.406947140068535,0.4832004721375275,0.2676169083613584
MERSIN,2009,132.38873602994133,0.6411892658469727,0.4369265215509615,0.4800714862677936,0.2873940475837317
MERSIN,2010,140.60712487618144,0.6593486352719445,0.46404991708310717,0.4759310447568628,0.3027721552658216
MERSIN,2011,133.1354264502562,0.6507184526673208,0.43939084637048226,0.49200216993934814,0.2869439200039117
MERSIN,2012,133.6777608658653,0.6266639112339983,0.4397294765324511,0.4548172318724384,0.2820415717348144
MERSIN,2013,144.7607503562814,0.6538987090474527,0.4777582520009288,0.47957447803973535,0.3115794782557032
MERSIN,2014,130.60636409829965,0.6189460870502843,0.4310441059349826,0.4575949077178472,0.278549509441381
MERSIN,2015,138.09076917681148,0.6424832798895674,0.4557451127947582,0.4763321678072528,0.296317588163508
MERSIN,2016,131.3219609637003,0.6296505638440874,0.4319801347490143,0.4659029985712583,0.2812733188831432
MERSIN,2017,128.24540257317702,0.6149994819159111,0.42325215370685526,0.4668017026303968,0.2855005744799944
MERSIN,2018,142.20595088040105,0.6536499149308893,0.46932657056237836,0.480576317697965,0.3065085914147243
MERSIN,2019,137.6036449134261,0.6278624619512104,0.4541374419585013,0.4610968409555765,0.2944057117682467
MERSIN,2020,138.90157943205082,0.634708330663647,0.4569130902370101,0.4668424226990633,0.2979659984284747
MERSIN,2021,136.2066116435093,0.6196396099550399,0.4495267711006895,0.470676776738105,0.3024967868278119
MERSIN,2022,131.84367275970408,0.5966747573307036,0.4351276328703095,0.429705573102083,0.2855106535039456
MERSIN,2023,137.52338145207435,0.6088086303723501,0.45387254604644856,0.44200391799513417,0.2945784175723202
MERSIN,2024,143.72337311828142,0.635159612636359,0.4727742536785559,0.4689047436095248,0.3125180356956507
MUGLA,2005,142.64383945015456,0.6941577165780036,0.47077174736024635,0.49226930463678953,0.2926192737590065
MUGLA,2006,146.8721171058761,0.7006380033634276,0.48472645909530004,0.49552103017461363,0.3019961943037301
MUGLA,2007,147.22941883840917,0.6985445389195939,0.4859056727340236,0.5118118053338336,0.3052231810063606
MUGLA,2008,148.02685506846896,0.6966550448576514,0.4869304443041741,0.4899835681339726,0.3044338190402668
MUGLA,2009,151.14357825493656,0.6912353490488146,0.4988236906103515,0.49816315268784944,0.3170304359844849
MUGLA,2010,152.47723826309894,0.6991861915224393,0.5032252087891055,0.48600675926991715,0.3125461521040548
MUGLA,2011,160.23208567892237,0.713374354416475,0.5288187646169067,0.5183265298875683,0.3432580128267527
MUGLA,2012,149.96156609269917,0.6587812344787537,0.4932946253049324,0.4713937084059631,0.3091502228508448
MUGLA,2013,154.30688702039288,0.7052228078485309,0.5092636535326494,0.5216001270219889,0.3264358305272265
MUGLA,2014,157.5021840878716,0.7191270662837775,0.5198091884088174,0.5221366554761159,0.332328039263871
MUGLA,2015,158.4213204241213,0.7017433588043789,0.522842641663766,0.4897537112904009,0.3252415448350995
MUGLA,2016,155.53490656272078,0.7066647938562588,0.5116279821142122,0.5136134905656745,0.327648429177347
MUGLA,2017,139.1902133811438,0.7000974480357717,0.4593736415219273,0.5071795976412224,0.2880735413002314
MUGLA,2018,159.01888372495708,0.7450483051801525,0.5248147977721357,0.5437627235952655,0.3335841209713499
MUGLA,2019,154.09332418666276,0.7033119131283211,0.5085588256985577,0.5013630157043258,0.3238112714597091
MUGLA,2020,166.1744381426236,0.7316225857600364,0.5466264412586317,0.5453148736329653,0.3567233424121781
MUGLA,2021,153.07125183712105,0.7101589654165604,0.5051856496274605,0.5281965779846257,0.3343003278927908
MUGLA,2022,154.11958812052112,0.6793693418440482,0.5086455053482541,0.48060177342850985,0.3231799106485764
MUGLA,2023,155.58468036487005,0.7270769554660216,0.5134807932833996,0.5436865275970756,0.3267192458265381
MUGLA,2024,157.3137206120119,0.727212083546236,0.51747934411846,0.5183589290122567,0.3277524402954174
MUS,2005,124.2563579597253,0.6418163625918734,0.4100869899660908,0.4579005093899014,0.2656706262438402
MUS,2006,120.61204965899223,0.6297668411387968,0.3980595698316579,0.4495500496216535,0.2527292197294692
