province,province_norm,point_id,lat,lon
Manisa,MANISA,3,38.70541227780113,28.5891080173991
Manisa,MANISA,4,38.755103774494906,28.65221792404344
Manisa,MANISA,5,38.7424776990021,27.34724444678171
Mardin,MARDIN,1,37.27801033149044,40.949599301568064
Mardin,MARDIN,2,37.22974475972733,40.8653566272128
Mardin,MARDIN,3,37.3055763920272,41.27619384987224
Mardin,MARDIN,4,37.40653677085366,40.07549881611927
Mardin,MARDIN,5,37.355263888009006,41.1710211434971
Mugla,MUGLA,1,36.87433679564231,28.583232343765644
Mugla,MUGLA,2,36.5756962874718,29.070470951130467
Mugla,MUGLA,3,36.874065902795735,28.09255705606053
Mugla,MUGLA,4,37.13882096119235,28.31746055407454
Mugla,MUGLA,5,37.009299851719646,28.726390924628014
Mus,MUS,1,38.60812895653827,41.65750177409782
Mus,MUS,2,39.3667962565293,42.35404255071993
Mus,MUS,3,39.46882499590516,42.305650831040325
Mus,MUS,4,38.841482912392,42.10586384027313
Mus,MUS,5,39.10790729736665,42.466880847926646
Nevsehir,NEVSEHIR,1,38.352690878128115,34.75813594360735
Nevsehir,NEVSEHIR,2,38.66322268979439,34.812203173518064
Nevsehir,NEVSEHIR,3,38.94586301099294,34.96283900231442
Nevsehir,NEVSEHIR,4,38.47968070821542,34.54014012008828
Nevsehir,NEVSEHIR,5,38.35752711874536,34.74955077645019
Nigde,NIGDE,1,37.69201398672164,34.596346948748
Nigde,NIGDE,2,38.103227195824374,34.533955899374476
Nigde,NIGDE,3,37.93688144320317,35.04379708067597
Nigde,NIGDE,4,37.991153190972575,34.26743939338756
Nigde,NIGDE,5,37.84838272789912,34.89979093215262
Ordu,ORDU,1,40.404758685712935,37.82036343147838
Ordu,ORDU,2,40.716703644463315,37.70584572778049
Ordu,ORDU,3,40.34752636799004,37.68884007641678
Ordu,ORDU,4,40.81099636785599,37.28163239824192
Ordu,ORDU,5,40.728107906869894,37.743568023262924
Osmaniye,OSMANIYE,1,37.24940271394606,36.46492609496885
Osmaniye,OSMANIYE,2,37.560220302176,36.14947012313868
Osmaniye,OSMANIYE,3,37.108121155089165,36.575605957264976
Osmaniye,OSMANIYE,4,37.335502080984014,36.36601869876384
Osmaniye,OSMANIYE,5,37.16237095064142,36.20768461324436
Rize,RIZE,1,40.79041505771783,40.706434994666694
Rize,RIZE,2,40.937575743503196,40.516658100341914
Rize,RIZE,3,40.93713510897404,40.4567441824306
Rize,RIZE,4,41.19343941939056,41.13593508479076
Rize,RIZE,5,40.677775251744734,40.492641526256264
Sakarya,SAKARYA,1,40.97606353293975,30.57463675986337
Sakarya,SAKARYA,2,40.742113235301076,30.75621721853238
Sakarya,SAKARYA,3,40.97576623922585,30.736613175684056
Sakarya,SAKARYA,4,41.1201966348738,30.411118965204025
Sakarya,SAKARYA,5,40.86623807721266,30.534253989042153
Samsun,SAMSUN,1,41.23256519993084,35.007140268460894
Samsun,SAMSUN,2,41.08020004855647,35.55280188846178
Samsun,SAMSUN,3,41.291796993256774,34.97895580334435
Samsun,SAMSUN,4,41.241392197238646,35.570454588271936
Samsun,SAMSUN,5,41.251212316211536,36.027998975063596
Sanliurfa,SANLIURFA,1,37.74442276752186,39.14678699136175
Sanliurfa,SANLIURFA,2,37.278085857667804,39.956494907474166
Sanliurfa,SANLIURFA,3,37.55359834266632,39.752477840629865
Sanliurfa,SANLIURFA,4,37.31338695975204,38.594932643060254
Sanliurfa,SANLIURFA,5,36.900234801440526,39.028807758395956
Siirt,SIIRT,1,37.86650607353277,41.75667737588443
Siirt,SIIRT,2,37.92492135402705,42.04716316933632
Siirt,SIIRT,3,37.846581398304465,41.80994655593129
Siirt,SIIRT,4,37.97656518967746,41.89401607748037
Siirt,SIIRT,5,37.76092574125737,42.40930045020413
Sinop,SINOP,1,41.79490808615698,35.124242892910324
Sinop,SINOP,2,41.728939482174276,34.63847090983642
Sinop,SINOP,3,41.73993212121623,34.71138673827369
Sinop,SINOP,4,41.48484965020603,35.39087512423133
Sinop,SINOP,5,41.91562965298208,34.692374203841794
Sirnak,SIRNAK,1,37.557978951077935,43.13969877612444
Sirnak,SIRNAK,2,37.605149653347986,43.17030673398377
Sirnak,SIRNAK,3,37.45923603963992,42.89177545842426
Sirnak,SIRNAK,4,37.388480284951264,42.81534453642809
Sirnak,SIRNAK,5,37.34670252287728,42.26389423239924
Sivas,SIVAS,1,39.198424562962316,35.95668616169393
Sivas,SIVAS,2,38.854828935276124,36.94840585407271
Sivas,SIVAS,3,40.05355578131994,38.278486940670376
Sivas,SIVAS,4,39.344303952462624,37.126735488407014
Sivas,SIVAS,5,39.096367126629694,37.1458263452086
Tekirdag,TEKIRDAG,1,41.02663964518977,27.908364381056632
Tekirdag,TEKIRDAG,2,40.84119210380196,27.378599161679844
Tekirdag,TEKIRDAG,3,41.08452314220672,27.2567372062358
Tekirdag,TEKIRDAG,4,41.37117792210951,28.149078973437522
Tekirdag,TEKIRDAG,5,41.197151420185335,27.05537978470265
Tokat,TOKAT,1,40.47737810466135,37.36170187022988
Tokat,TOKAT,2,40.21708496159382,37.31153451915344
Tokat,TOKAT,3,40.2052315030037,37.11907162642663
Tokat,TOKAT,4,40.3774899582498,35.93635134620157
Tokat,TOKAT,5,39.96749892058484,36.21515085065334
Trabzon,TRABZON,1,40.81511287551383,39.20085689808115
Trabzon,TRABZON,2,40.928285721154566,40.26221407040238
Trabzon,TRABZON,3,40.93380495253615,39.31777060152978
Trabzon,TRABZON,4,40.84240356624474,40.269323707317156
Trabzon,TRABZON,5,40.83013789992567,40.12207640891383
Tunceli,TUNCELI,1,39.00574131615302,38.91831334134511
Tunceli,TUNCELI,2,39.426985075600165,39.44406603207914
Tunceli,TUNCELI,3,38.85812731896537,39.50758465661677
Tunceli,TUNCELI,4,39.19502222895566,38.756908232332734
Tunceli,TUNCELI,5,38.88537666390021,39.14104249962653
Usak,USAK,1,38.67558596215502,29.320776248063073
Usak,USAK,2,38.534632520241665,29.08345352044705
Usak,USAK,3,38.299318824715485,29.616535446759027
Usak,USAK,4,38.5991645037718,29.442561114331962
Usak,USAK,5,38.572719916302816,29.271990680518453
Van,VAN,1,39.36920036282939,43.83377039879036
Van,VAN,2,38.300928178954344,44.11727564450355
Van,VAN,3,38.776861767488015,44.01418754180007
Van,VAN,4,38.95640238075175,44.08570941094245
Van,VAN,5,37.79643006670682,43.27148273090298
Yalova,YALOVA,1,40.66259332114331,29.156452197760395
Yalova,YALOVA,2,40.54795828118869,29.150857704330573
Yalova,YALOVA,3,40.53651356104177,29.219628281385138
Yalova,YALOVA,4,40.558933365757625,29.4796941438799
Yalova,YALOVA,5,40.56922749993962,28.88238237037156
Yozgat,YOZGAT,1,39.917895535681424,35.92692849212391
Yozgat,YOZGAT,2,39.59908004965923,36.10568530428953
Yozgat,YOZGAT,3,39.99252149769309,35.1413161702364
Yozgat,YOZGAT,4,40.019865064591166,35.31782439210479
Yozgat,YOZGAT,5,39.37330471988064,35.19691127016973
Zonguldak,ZONGULDAK,1,41.35681374170698,31.61599036891473
Zonguldak,ZONGULDAK,2,41.40682091111848,31.73933880964374
Zonguldak,ZONGULDAK,3,41.55775773733147,32.00052781905048
Zonguldak,ZONGULDAK,4,41.0309683477475,32.10560515830913
Zonguldak,ZONGULDAK,5,41.23070017993874,31.67768779942954
