province_norm,harvest_year,tmean,tmax_mean,tmin_mean,rain_sum,rad_mean,tmean_std,tmax_p95,tmin_p05,hot_days_30,frost_days_0,dry_days_lt1mm,index,mam_tmean,mam_tmax_mean,mam_tmin_mean,mam_rain_sum,mam_rad_mean,mam_tmean_std,mam_tmax_p95,mam_tmin_p05,mam_hot_days_30,mam_frost_days_0,mam_dry_days_lt1mm
IZMIR,2023,15.255776315789472,21.467894736842105,9.90157894736842,545.6120000000001,15.674447368421053,7.288868152635216,37.37809999999999,-0.6670999999999999,51.0,19.0,232.0,798,14.107000000000003,19.66676086956522,8.940826086956521,202.582,17.25576086956522,3.719367304106593,26.421700000000005,3.4168999999999996,2.0,0.0,57.0
IZMIR,2024,17.210668852459015,23.429370491803276,11.745888524590164,510.258,16.647180327868853,8.07690386541556,39.5252,0.5680000000000001,67.0,12.0,243.0,799,16.138956521739125,22.495391304347823,10.199847826086955,101.246,20.35221739130435,4.348950010737197,29.4932,2.9649,4.0,0.0,77.0
KAHRAMANMARAS,2005,7.226309210526315,13.549598684210524,1.6349013157894736,389.678,16.638026315789475,9.394754182430626,32.659499999999994,-11.642199999999999,25.0,134.0,230.0,800,7.751282608695653,13.935847826086958,2.0250434782608693,135.066,18.883913043478262,5.507913360755081,23.259400000000003,-5.4708,0.0,31.0,60.0
KAHRAMANMARAS,2006,7.576361842105263,14.09271052631579,1.859960526315789,380.544,16.475703947368423,8.924125493796813,31.715400000000002,-10.1397,33.0,130.0,218.0,801,8.580478260869565,14.921152173913047,2.6413913043478265,127.93399999999998,19.35128260869565,5.079099291696003,26.6503,-3.7405,0.0,28.0,61.0
KAHRAMANMARAS,2007,7.6472105263157895,14.263506578947368,1.9472236842105264,332.72799999999995,16.781625,9.305224338076705,33.06099999999999,-9.801800000000002,30.0,157.0,238.0,802,8.131086956521738,14.555847826086955,2.1869347826086956,103.696,19.199608695652174,6.364287582433395,26.620400000000004,-5.2208000000000006,0.0,44.0,65.0
KAHRAMANMARAS,2008,7.468163934426229,14.292557377049178,1.4363540983606553,306.926,17.129790163934423,9.286984737389783,31.980400000000003,-11.505199999999999,27.0,122.0,234.0,803,9.381521739130434,16.24710869565217,3.032086956521739,91.542,19.698826086956522,4.628457226357992,26.1861,-2.7292,0.0,18.0,68.0
KAHRAMANMARAS,2009,7.393842105263157,13.698480263157894,1.8944078947368423,343.498,16.017585526315788,8.519622463400673,29.940199999999994,-9.751199999999999,15.0,130.0,216.0,804,6.981565217391306,13.18441304347826,1.1484347826086958,120.508,19.15919565217391,5.295538489785421,24.952700000000004,-6.2204,0.0,36.0,61.0
KAHRAMANMARAS,2010,9.07271052631579,15.12163157894737,3.755565789473684,422.64400000000006,15.880980263157895,8.3694419004202,31.795099999999998,-6.0872,28.0,113.0,205.0,805,8.97736956521739,15.273326086956521,3.030478260869565,124.644,19.627239130434784,4.668072298368975,24.576999999999998,-4.8079,0.0,23.0,66.0
KAHRAMANMARAS,2011,8.148144736842106,14.447855263157896,2.7704276315789476,411.85200000000003,16.030927631578948,8.040012479185014,31.286,-8.086400000000001,22.0,109.0,219.0,806,7.07132608695652,12.772891304347828,1.8719999999999999,167.57199999999997,17.893021739130436,4.5987054965660885,21.4525,-5.0548,0.0,27.0,51.0
KAHRAMANMARAS,2012,6.227232786885246,12.649331147540984,0.48382950819672127,386.322,16.877613114754098,10.168395839507896,33.1944,-14.101600000000001,31.0,159.0,213.0,807,7.06921739130435,13.071673913043481,1.528108695652174,99.758,20.056,6.6562261885471425,21.3197,-11.668700000000001,0.0,33.0,59.0
